#time	SIM_6/
0.60	223.70
1.20	223.70
1.80	232.20
2.40	239.60
3.00	241.40
3.60	224.10
4.20	235.30
4.80	236.90
5.40	235.60
6.00	231.70
6.60	226.10
7.20	230.00
7.80	233.80
8.40	231.40
9.00	227.70
9.60	234.00
10.20	229.00
10.80	216.60
11.40	227.20
12.00	242.90
12.60	240.60
13.20	242.10
13.80	253.20
14.40	237.70
15.00	237.20
15.60	237.80
16.20	235.60
16.80	242.80
17.40	243.40
18.00	236.50
18.60	230.30
19.20	241.40
19.80	232.70
20.40	241.10
21.00	245.80
21.60	246.10
22.20	239.50
22.80	244.60
23.40	242.80
24.00	239.40
24.60	231.50
25.20	238.50
25.80	226.20
26.40	227.70
27.00	219.30
27.60	233.50
28.20	228.10
28.80	220.80
29.40	233.20
30.00	238.30
30.60	235.50
31.20	245.10
31.80	242.40
32.40	233.20
33.00	238.60
33.60	243.20
34.20	248.40
34.80	247.10
35.40	250.50
36.00	247.50
36.60	260.30
37.20	258.50
37.80	259.50
38.40	248.90
39.00	246.90
39.60	251.80
40.20	239.10
40.80	240.30
41.40	231.60
42.00	232.00
42.60	236.30
43.20	228.80
43.80	224.60
44.40	230.80
45.00	218.10
45.60	214.50
46.20	211.70
46.80	230.60
47.40	215.60
48.00	223.50
48.60	226.30
49.20	225.10
49.80	226.50
50.40	226.90
51.00	232.10
51.60	221.50
52.20	229.30
52.80	243.70
53.40	233.40
54.00	229.20
54.60	237.60
55.20	246.80
55.80	236.50
56.40	241.80
57.00	244.60
57.60	246.10
58.20	247.80
58.80	249.00
59.40	239.30
60.00	231.50
60.60	247.30
61.20	246.50
61.80	248.70
62.40	245.40
63.00	246.10
63.60	252.10
64.20	229.40
64.80	238.50
65.40	247.60
66.00	241.30
66.60	232.30
67.20	235.90
67.80	241.40
68.40	241.30
69.00	250.80
69.60	249.20
70.20	265.70
70.80	251.90
71.40	238.50
72.00	247.40
72.60	249.20
73.20	256.70
73.80	256.20
74.40	252.30
75.00	246.80
75.60	244.90
76.20	244.20
76.80	232.40
77.40	241.00
78.00	243.50
78.60	233.70
79.20	244.80
79.80	240.20
80.40	240.50
81.00	240.20
81.60	236.80
82.20	228.50
82.80	232.30
83.40	221.80
84.00	240.50
84.60	246.90
85.20	243.80
85.80	239.50
86.40	239.50
87.00	221.30
87.60	230.80
88.20	237.90
88.80	231.10
89.40	229.60
90.00	232.40
90.60	222.90
91.20	232.80
91.80	242.00
92.40	224.50
93.00	225.10
93.60	217.30
94.20	217.60
94.80	209.00
95.40	205.50
96.00	223.70
96.60	220.10
97.20	221.10
97.80	227.20
98.40	222.50
99.00	226.10
99.60	222.20
100.20	218.30
100.80	222.50
101.40	223.10
102.00	223.40
102.60	220.70
103.20	215.30
103.80	212.40
104.40	212.20
105.00	208.00
105.60	209.80
106.20	196.30
106.80	193.50
107.40	204.00
108.00	206.10
108.60	218.30
109.20	213.30
109.80	208.20
110.40	208.20
111.00	210.00
111.60	215.00
112.20	215.50
